theta[1],theta[2],theta[3],theta[4],z_init[1],z_init[2],sigma[1],sigma[2],lp__
0.6863639859539822,0.03542088760741738,0.6258933082545847,0.016701977293473686,37.9617695880768,6.527659700568563,0.2530250186574921,0.1621895945606823,-16.797516471717053
0.6959580303668174,0.036229597084971074,0.610267368901706,0.016943700283915168,36.56044952815109,6.570547292161857,0.22238570055849657,0.19778036714917266,-14.596474449391794
0.6355198457633949,0.03453431842107985,0.693736717112575,0.01946694378451195,36.019890467322966,5.926774287220778,0.28406707595921,0.23266663406257967,-13.052131977935073
0.6164750975617906,0.03221136959277859,0.7222806487597926,0.022056970011713944,32.218113786591054,5.993481199830438,0.2867887088540853,0.14902886674867222,-17.375369431221504
0.6544342704826384,0.03278426514591731,0.6762371453976846,0.02063356885062481,29.954954143349457,6.366033511141389,0.22704838761167384,0.17609805941078813,-15.469928014037096
0.6289622511768711,0.03152529401021912,0.6857234060037303,0.01928699409757476,34.231336299254124,6.538559818658483,0.2013532154632717,0.23485381698676955,-12.305381098055099
0.6283836119727447,0.03111396276102853,0.6987394431844284,0.02045878680333034,32.470370934258206,6.564600451804612,0.24967740939369726,0.24850805504886386,-11.428600905088539
0.6212472820718267,0.03333265629179467,0.7168365796103429,0.022166077615635677,29.73508916156133,5.452799890649598,0.2263790621994182,0.3243496594966545,-16.02810264606186
0.548191959725125,0.026527868226038157,0.7950583821103911,0.021814473140584174,34.67765531005749,5.9185125678670465,0.22493785402773828,0.2146077436913934,-13.246023629801275
0.5526751114198835,0.028775647675069117,0.7993694936933733,0.023058167400915718,34.73324262080184,5.962255392143531,0.22040008369051717,0.20421487631609303,-11.951252040599757
0.5489110525264177,0.027126750101713927,0.7810214722650293,0.02379674865518408,32.88889905882566,5.874773353970562,0.23672536633849328,0.22954271835549608,-10.69114332169153
0.5328202684602255,0.028975143752336174,0.7990505411801648,0.025128246634494054,31.49457844724964,5.759390882800146,0.2379511202542852,0.21483973421311048,-12.032874310351353
0.5187129254703707,0.027000977643453352,0.7864885689305149,0.023637207285506105,37.899170216267066,5.868728964803496,0.21672622963206015,0.20822717338468272,-11.883767399818838
0.6155867844261728,0.03073789897874101,0.7540942790374302,0.02200222405472979,30.27655177238818,6.177220851843856,0.24965315349383435,0.27067048999911925,-13.044793578608324
0.5519223307418234,0.027428074330517915,0.7657579441043407,0.022560738378955832,37.23671005980461,5.997483656540382,0.21144191084446423,0.20911202162560436,-11.099430973378247
0.5664234209880542,0.03242537557156559,0.786835933625778,0.022645125060193356,33.95107980045558,5.547884171045956,0.21648979819447492,0.25746638226495006,-14.476124294092655
0.693732090335394,0.03352024434815496,0.6697758360384966,0.017810070348984283,32.11371735422669,7.489891073062627,0.24806838975713183,0.21903951265973937,-18.67126012576354
0.6386428344797491,0.035842993730128364,0.6572990798181277,0.019007417105791374,34.44724175346228,7.0361800880894405,0.22809563098594302,0.22589323297339292,-15.397683550153436
0.5637108622364964,0.029746775566552603,0.8161589176180669,0.024402290051028515,30.07799552780883,6.056108451602067,0.243322313130909,0.2968802716716242,-14.223315784515496
0.6747420628729823,0.03552865730125862,0.6451922460798435,0.018009975216230212,36.50852825810266,6.620721530995924,0.24542697654440115,0.18488738936488205,-14.817055229962037
0.653962861774515,0.036987069527219446,0.6795522608059513,0.019551921971251215,32.94661320892926,5.948548800157518,0.31089528589160964,0.288438411973404,-14.676970914065912
0.6632583430699519,0.03506207695695991,0.6276449222978567,0.018830589428767728,34.48819916039832,6.377813474976133,0.24642174744537185,0.16078437113312585,-18.432615470755234
0.6944247711284106,0.03541695876353215,0.6482599353526206,0.018482388409190687,33.27809250339892,6.3904882024969645,0.24398408000493635,0.19712767234829925,-13.64140661363837
0.5724442612136009,0.03064804164291551,0.7638890722076147,0.023875683503292916,29.61604837093149,6.727340074216717,0.23907996912513055,0.31108530955022795,-14.301361746510691
0.6909917329105091,0.036221361148300886,0.6573801116410927,0.018695619952893806,33.79689508188367,6.4376586241974065,0.3660177096578907,0.2154293533207065,-16.905087007544417
0.578582930739774,0.0303089699053167,0.7450686592010047,0.0227700054217736,34.13581925571392,5.445109899461149,0.17280956358061458,0.3127700172814141,-16.068357550852102
0.5841057569334592,0.0296354849154751,0.7451528892241377,0.02238161974970281,33.85336501684391,5.384529241633626,0.1774179329161231,0.31949531771372697,-16.512172178841755
0.5675728770376111,0.028361074690590366,0.7499614627593741,0.022044563206825452,35.95974503732786,6.139206357549483,0.3335227894104607,0.22603253921962535,-12.795900948446224
0.5468517286201963,0.028030554929238814,0.7858164075889801,0.023179069067870137,35.18994952595022,5.661494442400263,0.17905182277696627,0.2596154626767905,-11.385920715704255
0.5070628755807095,0.02550658467229217,0.8326722560721568,0.025228918050925378,35.06261215906921,5.439089491640812,0.24520300236202247,0.2273809286961132,-10.877204918591696
0.4784045350925445,0.02371868774763202,0.8855148589052553,0.02705386847983233,33.99645361280662,5.511301699584637,0.1893864742545469,0.19920165283539407,-12.271701638301625
0.5001592725451101,0.02544415170385951,0.8428731160940391,0.02541649779829801,34.5248682410953,5.82218391439112,0.2086851425863258,0.18906758391841974,-11.313363027019774
0.5048624196162114,0.025356419321059896,0.8387975103656022,0.02631258317435207,33.8357122208993,6.164329924098611,0.20683829806305634,0.16835279998951588,-13.089663578600263
0.5279433796618338,0.026257361442943668,0.868362172833472,0.025586594901982222,31.239748931555503,5.400217592304913,0.292409729956448,0.35374900501147266,-15.703448046902075
0.5134757077277115,0.027052000332425993,0.850103749366614,0.026517158859464048,31.02556010188566,6.043155744676669,0.31868158375934197,0.3146244849941019,-14.886006562469943
0.4824433191388235,0.0248103017875676,0.8262865753465031,0.023966110919478617,41.49367379778211,5.802678312195401,0.196050040120182,0.3096907846880825,-16.205762504505905
0.5159239184724009,0.02242810704625825,0.8247397305492924,0.023067677628079052,39.21612196508028,5.974866338047171,0.18872998810156108,0.2757066163129106,-15.312335404288447
0.48875135234495615,0.026037632071935407,0.8457568035847394,0.026036330694639613,35.61254045925349,5.668529290620564,0.17294429275414058,0.21427156925156335,-13.183626794898228
0.5183921709037537,0.02846812597078034,0.8023683299917422,0.026119005417552535,33.237427240735315,5.4950315120343,0.29045704247999127,0.23603672269224069,-13.002440907314
0.46037311878929066,0.02315720020981695,0.9263895103431274,0.032217806884422884,29.212971683887986,6.7939886492409105,0.30416801372108493,0.25991744901632124,-16.007615294299832
0.5031400592946632,0.028143766084956827,0.8555371383527197,0.0259197653372501,34.14384316139406,5.043188909622676,0.21723247897999012,0.28493680620063877,-12.808842894085704
0.5788099461637247,0.029446507360701583,0.7404856577898696,0.02181768571602709,35.669231521660734,6.626254506560174,0.2544333205954711,0.2120416653353001,-12.286641433494772
0.5608041918987511,0.0234639022224294,0.8107870733119008,0.025157827484079017,32.055340150186375,6.154190520207802,0.2714455730923587,0.30110049479942524,-16.269318259360077
0.5393996036508897,0.025583995070714027,0.8342339962349791,0.023077760391431078,31.511177111031486,6.228289464130067,0.26672097373320175,0.2847077792067745,-16.108431495483686
0.5145791856997319,0.02873294087829022,0.8133113730041349,0.023353351803253947,37.008819675452514,5.886706771467828,0.22965573215831545,0.18075402956236192,-15.008677596679235
0.5423831288441321,0.02501882933737945,0.7836411551664498,0.02176868961005218,38.72240885639022,5.884606421468523,0.23299150744192818,0.1676846340819792,-15.996220613141592
0.5341062014349092,0.02825038237484679,0.7588426874699779,0.022596993112860186,38.84994966423241,6.026416147850218,0.24332066995324803,0.17625991698790677,-14.457721269092879
0.5805103107133467,0.026850354290219376,0.7632889357265302,0.02216885567059894,34.37707408611643,5.683912481798197,0.23191061346517677,0.24796437536252475,-12.30165032640281
0.5718332690063826,0.03081082789134357,0.7583987517122363,0.02442605517200945,30.024555909337355,6.540407578913249,0.2074527118711654,0.26998794403213205,-13.18514466960988
0.6633393345738128,0.03970245578370352,0.6252052826508121,0.01961297010364341,33.36102820618165,6.4349838007520095,0.2906714856246666,0.4007964534207888,-18.252445289514093
0.7029597009686183,0.03278918652303086,0.6840358007851477,0.018058439541171572,30.223936291471325,5.981060696953503,0.29395513549590696,0.39253102101375137,-21.153670719925614
0.7064989213619357,0.032518637123511336,0.6909761146321342,0.018000951456483203,30.33439199471567,5.953717912915006,0.2974751462076425,0.39251746385917774,-22.001461480367524
0.6725798325706996,0.042246950715563975,0.6410812752693268,0.02023138919636285,31.455228762726257,6.3612667910089025,0.3043112775187788,0.3777558644061355,-19.167601098057332
0.7603109735825693,0.03911392335913366,0.5639244835683781,0.01658134883838292,36.461198882201884,6.6478637016780695,0.3069686030467664,0.17495598700257,-21.074750342780874
0.63919023593571,0.03352836172310828,0.6895702335461122,0.020149634575334696,29.859827705943047,6.560219379770233,0.29961646696985383,0.33677823909372867,-16.189459206723633
0.538681990683386,0.027060558118114357,0.8149937294764386,0.025753531922765367,31.92126027310965,5.8349345080986925,0.19228733824784858,0.2339269551287239,-11.314901203847995
0.5227110321608407,0.02623078326512897,0.8199044594747106,0.02206535227940402,39.256947039071264,5.155787788633686,0.3033013891086895,0.23683384763022458,-14.032739053412033
0.5286297482316655,0.02740749120512735,0.8012212243066209,0.021515025403025217,42.17278696863789,4.933285704855699,0.28743382183556626,0.2088009356518891,-16.409648600339995
0.6502595096548761,0.03610523168981017,0.6883487932749072,0.022733726651296905,26.60508216287532,7.08671528696995,0.19803248802311774,0.3238098862683162,-18.709873245444978
0.6085849406534342,0.03144113844550345,0.7122153583562051,0.018246896824053272,40.54308649925443,5.932947891187497,0.311743451810525,0.19037952009537748,-14.642008022950154
0.707762382416452,0.035799153190634224,0.6212938530454172,0.01742839653207378,32.58243744560359,6.807727249512223,0.21619853598250646,0.2940646389769046,-14.651502263523843
0.729920095402683,0.036073806071159745,0.6170377705923238,0.01635673031793914,33.65670084625863,7.460515561268504,0.25128132802980596,0.3218630104005667,-16.839203126350164
0.7122006165803821,0.03644198759987353,0.6267441898265598,0.016935918807415455,33.643257949990556,6.041038471637702,0.20561259879760893,0.2737815392929359,-17.235852895152448
0.6787626014947489,0.035994297005153775,0.6623051689303553,0.01752711557705751,34.24952524449126,6.168909993148457,0.22468873828819402,0.26411092331541064,-13.818228631629037
0.6935288180729208,0.035467611691662695,0.6543609659407794,0.018246393083432205,31.760476594028955,6.248145818913974,0.2558354645492559,0.2991706614107824,-14.250093060628023
0.563434967323939,0.030996820342141074,0.7300290148246038,0.020733304902785944,36.762893249259534,6.102020556268864,0.238400120778301,0.2087566937155,-13.272222930867862
0.5844230774065539,0.029626213275448423,0.7490594834654883,0.020098051334110426,37.95933088257091,5.843762460182363,0.2104724887053106,0.17857930207575898,-13.31412143550296
0.6053381530933651,0.030860288162089994,0.6991169010807811,0.020686116259478003,35.02347805129275,6.180638088594235,0.22854612769301277,0.2503193531635789,-11.16125595001246
0.5033255004091308,0.026110071447769473,0.8454129108864504,0.02696878814541958,33.654439216594625,6.34919591520817,0.25111985956994426,0.20287630557457215,-13.231975926136693
0.46476165666081715,0.024716585647717174,0.9247222475281981,0.028165292067493335,34.82400946860066,5.2370210543893645,0.24865389355104672,0.29874803223149377,-13.24505587106779
0.4451555949853419,0.02487198585387633,0.9081014470815817,0.028261491694122357,36.006432491494834,5.476707893548686,0.2500687951064411,0.25635531611307855,-13.866080347483644
0.48133330705101607,0.02494672199638644,0.8623968531312567,0.027410989903341416,34.39478673566957,5.348788794090467,0.2357868585098739,0.2643960543886468,-12.029076520842775
0.4889688431910208,0.024767960739630283,0.9000681970234354,0.02657731817493904,34.899002289184146,5.125459391835746,0.22647472039990754,0.2845109624371559,-12.209247835424975
0.5520190395777586,0.029558517253453723,0.807930936979676,0.02444451926927544,31.544720710012015,5.2956470164457885,0.20415389854622965,0.23920481629544538,-12.158558150002833
0.613489664135138,0.03013110388691759,0.6860712701517259,0.020359916798478886,36.99694491296704,6.479640683795414,0.2743853012408102,0.24114620820922442,-13.136510433625041
0.5892298094628018,0.02941005554285961,0.6962669672974111,0.020215078338397537,39.2954641751304,6.265588583537581,0.28730358456156474,0.22290475447040484,-13.892493711674852
0.6500038901243731,0.03297436434366652,0.6406157526548502,0.018491669413923318,37.25024432830652,6.502670894992943,0.2503119632538834,0.2724353916856276,-13.822059906006434
0.635356806712008,0.03206478510748618,0.6558666906817662,0.0200058889318016,37.063078891717254,6.8998056516396575,0.2367158131051163,0.2691111653746319,-14.874970265498787
0.6198269014637335,0.03277798664098654,0.6923622764268623,0.01974719135504547,36.81232799817483,6.633589481125635,0.24124928953436262,0.2765707818023421,-13.217433270421221
0.543500472390395,0.02622789568524619,0.8460541759227276,0.02666054762261083,28.808868739126666,6.295394372558392,0.20278976370974794,0.2813593730256023,-14.148045328785797
0.562162214306875,0.028203053483146997,0.7663793572479289,0.020557326721331454,37.344888629133344,5.720352672176474,0.29039192342127185,0.1841464879132255,-13.765080144039654
0.47553939102306564,0.02292129508833886,0.9355591941248272,0.029405399882486024,30.90791213501817,5.813248364999611,0.1938601890034756,0.30937223054494406,-13.98591139579336
0.5196903373832351,0.027165726293247566,0.7922401194908955,0.025145014403209702,35.95353098337264,5.81798327165079,0.30230978332331443,0.24186512900281792,-13.134283920127402
0.5120774023250936,0.025910825788010645,0.8219659102578497,0.024372868383542523,34.52723230386438,6.457677800474184,0.2231825287887501,0.2553680407088364,-12.13286204092155
0.5656643931565067,0.029952467915853088,0.7284104591120287,0.021452807572570443,38.18017790655463,5.9771351289963315,0.2179754254170749,0.2631693842841306,-11.909399173334853
0.5393710864562837,0.028192390663180505,0.7916922357184485,0.024274800275127826,33.717041851465574,5.905688842233747,0.2189231185372934,0.1821960924969926,-11.005077021372774
0.48631731425963254,0.024283919636471932,0.8479721411328622,0.025525704258191197,36.893718967875806,5.477127234808006,0.3501739933535282,0.2894338461951261,-15.533710913620299
0.5079433920395183,0.02600132305380877,0.8964915021090137,0.02358147383106861,36.50764375372577,5.460668486160379,0.3864757689500837,0.28382841698054384,-18.907129517640627
0.5128031353621246,0.02314420384982419,0.8070445181188257,0.026885585178075395,32.36886479374808,6.919453236744137,0.26269172768938015,0.22052049345191563,-16.48593866591041
0.4529716053107973,0.023825562158208167,1.0340344998583084,0.03113575969165776,30.398254374134375,4.273463081772265,0.2534067155725374,0.31368086892616437,-20.353985612336526
0.4862212824103806,0.023978145684327493,0.9052127233188373,0.031273363474328755,28.43078433755051,4.818054323297646,0.23103170338371068,0.3398312988764975,-19.202559408046177
0.46187592930301613,0.023889765373694905,0.9123057333748186,0.0311857765257171,32.02686283404169,5.301254730112384,0.24291105719993236,0.27799427335875615,-14.030776525404068
0.4434438874744307,0.026216792205855294,0.9313783402064496,0.030902116810313043,31.349877019199837,5.320791516669988,0.21767336554518124,0.2773363302687287,-17.271817474773826
0.6072445305818139,0.036370364446406706,0.6727281342860211,0.020303940473895988,36.22215865639378,6.55269752699937,0.2653589170258531,0.2940337365155199,-15.649100523049322
0.6278164257017694,0.03315579991848684,0.6533406403651367,0.019628638287382122,35.62564829659446,6.758046599509391,0.28557774665001656,0.32189554232382234,-14.969272852818717
0.47721289759285945,0.023324918116770052,0.9085761179521804,0.02935058698920339,31.787092111716817,5.177065133138966,0.19588344097877822,0.17716175804441422,-15.400356210975353
0.49292260124608694,0.02422135587949418,0.8359370308592676,0.027063682561668932,35.011931222453164,6.6920888833005625,0.3733026378540832,0.38964100378287103,-20.217506174330673
0.48488063198569525,0.025581008311345507,0.8540378350107599,0.02585567457670956,35.4018652699666,6.777652530200195,0.34394507031330723,0.3988731067883285,-20.17024355081321
0.5138592602794313,0.02531252353759278,0.7957682070751356,0.026439838784125157,33.68210292578344,6.33340267879003,0.3815157674023781,0.35387022287486014,-18.97414605269802
0.5188802787301476,0.023273247786366195,0.8711475593034504,0.024809203920834844,34.177586858487835,5.9187978925740685,0.32938136857742023,0.18360940812724522,-16.56070098422329
0.5347526188553795,0.029315502923054713,0.810293711830076,0.023264441593697102,34.45496377039955,5.670470656411767,0.2001749128225566,0.3483129361847546,-14.766911707478343
0.5247676120090637,0.028652749361638183,0.764200074299915,0.022717080419540184,41.26033249127631,5.3653323336567205,0.33068217202756656,0.21856715157535808,-17.74417145186425
0.5789935613073942,0.029754109533379113,0.7539586368599105,0.0218802416023967,32.67987107762906,6.468486236834355,0.25443187096117337,0.2772201138005984,-12.148229061682128
0.6091546561858978,0.028180556261945492,0.7349958915408259,0.021104903789711908,32.18575254514878,6.420123013618981,0.25571914528598183,0.29423494407746204,-13.131651845023177
0.5687542329391998,0.031895447619363346,0.7310880778851765,0.021639030353223194,34.987634199649555,6.593651214498468,0.27731692085305965,0.30789581414073386,-14.73080852704867
0.4819272149376074,0.025448080226704455,0.8849756560446174,0.027335573636239566,32.67978412755824,6.08509831625862,0.2107768432439104,0.2405218531746254,-12.711560880476238
0.5500573620897039,0.026204885098475014,0.8315184508880682,0.024098474483885395,33.270069555710066,5.435991081302736,0.2643384314082715,0.2686990239923255,-12.701332771430558
0.5353717487364126,0.024347669643535602,0.8021837823663448,0.023527980196967686,35.762883339982444,6.153518611588883,0.20975765574118374,0.2320998815836685,-11.63352144747257
0.5342182906460635,0.02708087322476981,0.8109206081063902,0.024829997168716686,31.865260747730524,6.368556548308692,0.2002837719300253,0.22049101180601086,-11.511372511050833
0.4903170559013336,0.022904398340156527,0.880344312817529,0.026683117830458944,34.4916375841196,5.611306961130487,0.2607740945705355,0.24312087420847853,-11.343936629279508
0.4983023604359495,0.02691357124003305,0.8338182406007624,0.02742299310772708,32.358871500591,5.311828974903791,0.2793946625678446,0.19397245222648513,-14.67180180009134
0.48419254314207505,0.022720517343929176,0.8728516147916056,0.026701262724645885,35.25158257542507,6.416642615795982,0.24490014290102363,0.26272009446126726,-12.407513617986996
0.5068640827380609,0.024494540199572038,0.8656986050467956,0.02698733570524464,32.40144851201943,5.510112329727504,0.18494524552709252,0.19677639122045934,-12.090644920622074
0.4896140473102862,0.023313143533685087,0.8944930381961993,0.028524037725126218,31.028485333360923,6.188112227105314,0.2527186311365752,0.22719495119373917,-11.644394865603086
0.5030069733170909,0.02723266016358309,0.8276253859395554,0.024842618993541406,35.88424960830843,5.2333805148698715,0.23917614111768173,0.21921047265781393,-12.09023660677599
0.5068561207142913,0.025636237711020884,0.8525226615421234,0.025251671383740782,34.46076856390426,5.238862633302733,0.2269556310630067,0.23298079420823456,-10.924267028790805
0.6069296291521523,0.029259075548824613,0.7380180810044871,0.021390514816784924,31.422188549553347,6.244988093500778,0.23458014920761494,0.22785019101459977,-11.716748056713637
0.5909550688505115,0.03028380842341189,0.7427746055351748,0.02138556983209265,32.84266844552065,5.936979463324522,0.2506590389234142,0.217450567319725,-11.12867045437998
0.561737293202601,0.02921689242168742,0.7560385535447077,0.021934238481051985,35.426639663629246,6.241583686828163,0.23610546812090344,0.1694093793305301,-12.807339628869569
0.542652566335164,0.029725952528799348,0.7814683043919323,0.022277823779254222,35.606644435912536,5.373641562428611,0.19788757337176016,0.2599280610968681,-12.620083320318386
0.5235337054302948,0.024906108604076677,0.8246628165020907,0.022734275378848777,37.19727862824958,5.848292615190324,0.250022496902213,0.20189860087276246,-12.013511012586227
0.5149563283817727,0.022548362277176708,0.900115484041904,0.02567375947324219,33.255533291182374,5.265370791503604,0.20150648348595715,0.30198728657662766,-14.896455534114255
0.4209206083084175,0.01777242193054995,1.0494634374469725,0.031970238881858744,33.47459912712069,5.307971613838755,0.25627162761785655,0.3017294638908727,-15.422469176286159
0.42590417475312037,0.02208322569525534,1.0124061818004715,0.03164900868499015,32.37103587228798,5.696121951816189,0.2428766219585052,0.3220909264431034,-15.604562427288554
0.5948588544861583,0.030506105408694768,0.6981207132000583,0.020264310900904973,36.75174920789734,6.449457000571701,0.22988454989863302,0.2230995602389807,-11.550263689561874
0.5595772485781066,0.029048267647456563,0.7641068824457798,0.023600263924790085,31.722185992054694,5.97643961544144,0.2164121913814102,0.24523191995282898,-11.242025338959031
0.4869087242330239,0.024336361063568675,0.8761887282080135,0.0272374132727897,34.452698276217205,5.796842032965786,0.24827735535099008,0.19470235423402438,-11.25448519871986
0.5903873916222386,0.031583589152522254,0.733646071810022,0.020939482870909347,34.14310165798776,5.98569951965373,0.22254957693015776,0.33089882169647183,-12.966160606502111
0.5964877363031184,0.032887525212720946,0.7222540586253129,0.020498276430990364,34.50951225503571,5.627675086145755,0.2802316205170067,0.25493555033048343,-12.624671685939747
0.5040686985468505,0.024652787407997735,0.8547864298616866,0.02561154729912737,37.030118631832266,5.518091776079126,0.2486315824581363,0.2556485170709923,-12.449145710388919
0.5394312341526113,0.024991513025897364,0.817526164181265,0.026382635389049707,29.10059562539696,6.190578600330437,0.24184143136558467,0.22410669648154594,-13.485713818025694
0.5830882217213976,0.03077487324341541,0.7471222407459495,0.023963878357427974,31.934845311464603,5.890442691848397,0.24313792520269464,0.22653896643177057,-11.731569275485953
0.4510188022207242,0.023443715197805602,0.8771437979586288,0.027176597150616662,38.58002173390423,5.660489094816874,0.24625987936231755,0.24354046365691895,-14.263914746625264
0.4845181913270047,0.021232321435129185,0.8945227779571071,0.02836229832103069,32.83130052938252,5.759858110006782,0.2015290629084535,0.29640764142877346,-13.648200677634758
0.46648526867674295,0.022606201035345424,0.9086918119457187,0.028270031844062442,35.252915037358925,5.0793337727950565,0.2925667635510039,0.24021503433753597,-13.734050068001233
0.48995213760531664,0.026007788508368247,0.8619290247153908,0.0278094657161253,32.360737313917376,5.026143443113827,0.29330758679968216,0.2420909362688263,-14.306428563480777
0.45437063096564545,0.019864365082310056,0.9432103869130297,0.029035955569648872,35.882270785555825,6.706246499982686,0.23810342212451518,0.26424900437397375,-16.80192050936819
0.5108501020294521,0.02458730850699395,0.8298891897958204,0.024900427239763583,34.81258320469072,5.471741249703012,0.224985883638325,0.2404948253009159,-11.69392140824214
0.6420978564459042,0.030336661087822382,0.7049357714820825,0.021763708769352588,31.020618064656325,6.526021592213811,0.281820029339729,0.28005072096319433,-14.492631441203086
0.6326790703828857,0.029386109639858708,0.695032992335096,0.020932683355239727,31.196203798343646,6.549759531116326,0.29302113071209757,0.29628510955400755,-15.042683609251725
0.5184763466135741,0.02804174376857097,0.7692443759326495,0.024709425091784604,36.488024696858254,6.180062541064489,0.2366759886244533,0.345683474092771,-15.66699208490782
0.5228130922504236,0.02267951239434493,0.8409290300894212,0.022805054162828943,37.15473359754693,6.813176126834122,0.25126646069023606,0.4055124883715166,-19.318603121571442
0.5770798797360793,0.031151186391402807,0.7597944744283294,0.02448318298337567,31.770831095218522,5.292736569437867,0.24473613327459492,0.16695861507425883,-17.002554241858434
0.573804099376911,0.03082666207697027,0.7690957887236833,0.023006673509101058,33.108390843817105,5.436461124344918,0.253272589503303,0.17895413104885316,-13.372451918784702
0.4656085657164413,0.02078655563369079,0.9510352610625714,0.02819056286719079,32.854131124555074,5.895124429728936,0.21366759278439498,0.31086555782071645,-14.06289134966119
0.48474552755600964,0.023772123863347063,0.8804520140295157,0.028785194392062185,32.53384540769469,5.304138950534175,0.253058499401359,0.28391895151170593,-12.941905240767516
0.4551939255722394,0.023941888883579683,0.9638999370855159,0.027585166939518194,36.52046923476938,4.677024123165135,0.2535480152986308,0.3467342683986447,-16.362683734865897
0.5137680159690008,0.024467339373538333,0.8276383492214714,0.026471003715833455,33.17693331665752,6.383196944352087,0.1931233950681692,0.18979244771843284,-13.317722383633548
0.5002080550175368,0.02706140140547518,0.865952140344221,0.025580055967867076,34.165381445557024,5.441597948565527,0.21795441363420173,0.24191283596829044,-11.844913928495908
0.5169179365043173,0.023550235999468604,0.8268188780875582,0.025397502190962935,35.29620265314576,6.25673622025599,0.24399778698452937,0.17654352959950928,-14.99598680773449
0.5226741373437771,0.024483461488933968,0.8629888728894141,0.02687693870481144,30.45673767660579,6.232244064239974,0.3240255148031197,0.2858851722917967,-14.336183226488956
