Topt,w,shape,A,lp__
15.02096027532992,3.4253659281872277,0.23716161465407504,2618.5759789617855,-444.24010667602687
15.230712152293522,3.585862423628779,0.26079559447192346,1544.805073137448,-444.739418675062
14.98863075256619,3.2315174028844695,0.3286283914614686,3129.52673063544,-444.6000387081759
15.028047394301737,3.4234019253640082,0.2612052183264094,2189.0689907122173,-443.7407384344373
15.664557279737135,3.476860989835798,0.25586820794509435,1912.0493958976513,-444.71600016715865
15.675229882215667,2.9701311029874944,0.27084993859081596,2721.4863227784244,-447.3236327115049
13.815607085069528,3.5741535343957165,0.31249256627332733,4000.8470019129463,-447.2439407325827
13.226146562992692,3.4261064602096014,0.31743327730638454,3470.2573323977394,-448.62980016091296
13.974978586346785,3.6484499699063897,0.24379123260876556,3891.990076945379,-447.1493918004653
15.924872596846653,4.49714392904673,0.33183003633310365,1114.6422589148262,-448.33850283183807
16.432386052031948,4.56412027955692,0.3325169407767951,1238.6703810752392,-449.06633084681886
15.651896233648431,4.128849561186833,0.30647454312551137,1206.9166503673928,-446.3724432031691
15.903876503542234,4.07413028504337,0.30675268959490615,1058.107207320291,-447.5178622180338
14.881609692552521,3.42029206351136,0.26591883052294607,3044.7958995387044,-444.145699598875
15.417895606047042,3.541813540485367,0.2754893268863784,2715.3399944577204,-444.7053098194942
14.80156125996559,3.349284281773338,0.35698832548887727,3093.5653447854197,-445.4909761077157
14.705973559151131,3.4461491444245222,0.3750159181835156,2108.510999877072,-446.1377240596136
15.715318472265192,3.4722109004208983,0.17838499065901378,2846.0439184524867,-449.0036448465462
15.4042300131476,3.3453231170388453,0.17364240106107184,2227.3116319712635,-448.46543553955445
15.545657872467302,3.3668043840238586,0.17380421172424868,2379.8145937413155,-448.6212186536269
14.663194085238965,3.4182259459361735,0.22388442882801343,2781.0231802451153,-445.1248783388608
16.27411763907505,3.487304497437152,0.23099427824857274,1387.739190873802,-447.89288204715473
14.032862571093125,3.433931999413594,0.2606984625220279,3664.3515554964,-445.8018438473224
15.065713606513006,2.9899927222724965,0.24233595318487122,4255.068307493956,-445.408326979724
14.734563935231433,3.5730585503473087,0.3136560015679013,1953.3388035840815,-444.29452068243637
15.209753107609787,3.699513954776865,0.31371540471211234,1979.3688766189641,-444.1578853293022
15.178468208281975,4.027227216013274,0.24126749008054696,1527.1812662719096,-445.4299699448007
14.756894368272777,3.622243529626869,0.29900586845695637,2031.891058667633,-443.98738375062
15.350533286344858,3.6485194862386012,0.31071680623232073,1959.339992015077,-444.21602042537336
14.408929763805777,3.796671344813289,0.23375890046757203,2742.991159961228,-446.0803749951674
13.68787946604004,3.6566408259663983,0.2219066108370129,1566.0227298003658,-449.5569823179811
16.873066912563885,3.3868066845250078,0.30210677560084737,2991.365248728472,-449.7678903242439
14.937836696530518,3.6563283591091027,0.2882974158290257,3066.591068340364,-445.13366687859235
14.872266112670406,3.4966885717925913,0.31424773962224023,3109.8052234332386,-444.76293921929476
14.637134869953599,3.4853540114830315,0.2270989441927773,3352.5339493787124,-445.69797921376886
15.543911168353047,3.256246188367548,0.21153278713936527,2072.6087895208784,-446.29998166303363
15.30845460607645,3.0654007735505657,0.2011705243203623,2237.547175386337,-447.8108083195587
14.951690405706108,3.402093778515033,0.243839244139443,2158.841520556703,-444.1781824305521
15.07017742999716,3.167885526011103,0.22355693161765564,3724.9158645908537,-445.276759215168
15.342203912147234,3.7116331952941835,0.3448566480951619,2192.0456975449783,-445.22369304640097
15.685388274759404,3.699113921616072,0.3273121886195517,2099.902117368817,-445.31810900964
14.868197383027073,3.389921434023469,0.24799354660288178,2009.2517578678276,-444.5238889285854
15.078374580435643,3.450619376505113,0.2703462770829433,2522.088366617649,-443.7016642577451
15.610559182685245,3.6845819884154873,0.2759325553056944,2139.119690754749,-444.7227493711106
15.713114544397547,3.4948440806183716,0.2049273154692823,1757.671139828237,-446.749801338115
15.034266765008823,3.479841024238563,0.17629480882146498,1429.6638808355708,-449.4004757569561
15.408950519052183,3.574586459724303,0.288102475613685,2763.302881245256,-444.92325493838047
15.600332415108653,3.7731303690692184,0.2822945193562998,3203.983877498062,-447.4298211282023
15.628045795007646,3.7267273205685756,0.2665100995769591,2381.442282245195,-445.3331727536301
14.930582166561985,3.5800394309123686,0.2605324343619638,3231.804933068629,-445.0906586106552
15.643580783437375,3.5981698085473974,0.235575807650318,1584.267838399111,-445.5206526057028
15.096598333153324,3.9218448012729175,0.21434141899895576,2233.472219904621,-446.4485641736171
13.977086522912057,4.149418148013839,0.2799323047061935,1647.4621189152108,-446.27096279383954
14.30429372638673,4.584670795953695,0.2741639335702446,1940.565402907831,-447.7126107738715
14.334970514081638,4.535860108050964,0.2581864436642816,1701.986630291894,-447.2715826456966
13.834048818217303,3.777340627463697,0.2714092361615993,2787.391496524805,-445.93711765741375
16.527930850611938,3.673940077855124,0.21572024210016688,1382.4225158278816,-448.4121846117779
13.894196489925358,3.936552516340546,0.43542979511817154,1946.35551686941,-450.12007910824866
15.190213991803308,3.1266866639095348,0.24449284040306568,3139.920398683168,-444.661569883977
14.819353449024922,3.108895705845505,0.29520929940298496,4248.272865258233,-445.2045273504744
15.2656385931222,3.8398850706107837,0.23290301182940637,1258.249686419058,-446.23979468054205
14.468837862967808,3.3743153261420984,0.33456858493602437,1817.5519612801781,-447.61007416063285
14.396821862225204,3.8097191276703395,0.23507587023729898,1917.615187213942,-445.53131782050434
14.991473257763902,4.018856164244283,0.2428127694227584,1896.1626274028022,-445.2155869112107
14.922205266411392,3.586111609715463,0.1903502192347878,1435.4492494192018,-448.0486092613523
15.266734602783597,4.07478005622674,0.20754224102381538,2712.234492952339,-448.6498116299016
14.403524383823514,3.7985374210608045,0.19980431755209108,2162.857459260595,-447.2119507019689
14.306067934074573,3.7042191654229706,0.2306721896587707,1612.618751570653,-446.49270314860377
14.15536581253729,3.535990028016357,0.2336202507361352,1624.4136081923295,-447.73409689414564
15.32127332082525,3.913837643220287,0.2212335043455369,2130.847822644886,-446.287204327738
15.124598860272146,3.867680070283279,0.2941275846754306,1201.4897676637006,-445.8892147885554
14.749930342376048,2.9781494600876903,0.24563000360086504,4254.976926181792,-445.8561122652045
15.077933022887317,3.4105918185475765,0.2288310202625716,5071.592245503587,-448.0056977935493
14.887510380813035,3.385360919967591,0.2374214773624145,3597.2776672572454,-445.19023934565666
15.032401334700051,3.893844983900333,0.30825165926103704,1949.3666696398036,-444.4029995394666
14.49251590184267,3.5960561693127033,0.3242575521407136,2415.3819573041187,-444.6991533161026
